id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,duel,goalkeeper,out,clearance,dribble,off_camera,shot,interception,ball_recovery,50_50,foul_won,foul_committed,bad_behaviour,substitution,block,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_technique_id,pass_technique_name,pass_through_ball,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,related_events,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,dribble_outcome_id,dribble_outcome_name,pass_cross,clearance_left_foot,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,pass_deflected,pass_aerial_won,interception_outcome_id,interception_outcome_name,clearance_head,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_first_time,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_goal_assist,pass_no_touch
db53b220-2deb-4289-ae66-a53ea6b4711d,15,1,00:00:05.109,0,5,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,e6202908-ddf9-42cc-b211-e4d4d1f4268e,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,44.2,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e0a8b0a-e036-4ddd-b6f3-b4f2ab0cdf10,16,1,00:00:05.109,0,5,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.557951,,db53b220-2deb-4289-ae66-a53ea6b4711d,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,44.2,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e50ea448-aec3-41a0-b327-3184e7cc27e8,41.4,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e50ea448-aec3-41a0-b327-3184e7cc27e8,17,1,00:00:06.667,0,6,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,2.597475,,5521042b-58e9-4ec9-a92f-6f224dd60212,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,41.4,44.6,5213.0,Gerard Piqué Bernabéu,21.9784,1.8853527,1.0,Ground Pass,34.6,65.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521042b-58e9-4ec9-a92f-6f224dd60212,18,1,00:00:09.265,0,9,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,e50ea448-aec3-41a0-b327-3184e7cc27e8,5213,Gerard Piqué Bernabéu,3,Right Center Back,34.6,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05447b42-127f-4c0e-ad43-d7549b863169,19,1,00:00:09.265,0,9,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.519925,,01dc8753-4db3-4876-8bd1-599d4fdbb9fc,5213,Gerard Piqué Bernabéu,3,Right Center Back,34.6,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5521042b-58e9-4ec9-a92f-6f224dd60212,34.6,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01dc8753-4db3-4876-8bd1-599d4fdbb9fc,20,1,00:00:10.785,0,10,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.750396,,e618f5e1-3177-43c0-a090-ded00f3ac965,5213,Gerard Piqué Bernabéu,3,Right Center Back,34.6,65.5,5506.0,Javier Alejandro Mascherano,37.02283,-1.5356756,1.0,Ground Pass,35.9,28.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e618f5e1-3177-43c0-a090-ded00f3ac965,21,1,00:00:12.535,0,12,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,01dc8753-4db3-4876-8bd1-599d4fdbb9fc,5506,Javier Alejandro Mascherano,5,Left Center Back,35.9,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365979-960e-4182-9bd1-dd0c342e88c1,22,1,00:00:12.535,0,12,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.201004,,680d2fb7-1e87-4430-8cdc-349e2a115656,5506,Javier Alejandro Mascherano,5,Left Center Back,35.9,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e618f5e1-3177-43c0-a090-ded00f3ac965,35.9,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680d2fb7-1e87-4430-8cdc-349e2a115656,23,1,00:00:13.736,0,13,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.166686,,b55544d3-b33e-4f43-a018-fa69a1b3d0ed,5506,Javier Alejandro Mascherano,5,Left Center Back,35.9,28.5,5211.0,Jordi Alba Ramos,19.480503,-0.9201085,1.0,Ground Pass,47.7,13.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b55544d3-b33e-4f43-a018-fa69a1b3d0ed,24,1,00:00:14.903,0,14,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,680d2fb7-1e87-4430-8cdc-349e2a115656,5211,Jordi Alba Ramos,6,Left Back,47.7,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23fb1a42-aba8-4a2d-bce9-0bc02b7d3f67,25,1,00:00:14.903,0,14,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.100014,,180e29bc-e7e0-4aa2-93a3-4e5286cfd71b,5211,Jordi Alba Ramos,6,Left Back,47.7,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b55544d3-b33e-4f43-a018-fa69a1b3d0ed,47.7,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180e29bc-e7e0-4aa2-93a3-4e5286cfd71b,26,1,00:00:16.003,0,16,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.527701,,f07309c5-209c-4d92-8b6b-c25f32e6c124,5211,Jordi Alba Ramos,6,Left Back,47.7,13.0,4320.0,Neymar da Silva Santos Junior,12.021647,-0.79716235,1.0,Ground Pass,56.1,4.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f07309c5-209c-4d92-8b6b-c25f32e6c124,27,1,00:00:16.531,0,16,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,180e29bc-e7e0-4aa2-93a3-4e5286cfd71b,4320,Neymar da Silva Santos Junior,21,Left Wing,56.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6197522-d049-4d02-8d85-26dda0793fca,28,1,00:00:16.531,0,16,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.039999,,72590967-954c-421d-a146-0b0fcd791838,4320,Neymar da Silva Santos Junior,21,Left Wing,56.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f07309c5-209c-4d92-8b6b-c25f32e6c124,56.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72590967-954c-421d-a146-0b0fcd791838,29,1,00:00:16.571,0,16,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.037355,,f119b5c5-ebe9-4341-a2da-038d55e03171,4320,Neymar da Silva Santos Junior,21,Left Wing,56.1,4.4,5211.0,Jordi Alba Ramos,10.381233,2.5135045,1.0,Ground Pass,47.7,10.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
