id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,ball_receipt,interception,counterpress,foul_won,off_camera,clearance,out,dribble,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,miscontrol,foul_committed,ball_recovery,substitution,block,bad_behaviour,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_2,carry_end_location_0,carry_end_location_1,pass_switch,related_events,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_3,dribble_outcome_id,dribble_outcome_name,pass_no_touch,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,interception_outcome_id,interception_outcome_name,related_events_4,related_events_5,dribble_overrun,pass_aerial_won,foul_committed_card_id,foul_committed_card_name,clearance_head,clearance_left_foot,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,bad_behaviour_card_id,bad_behaviour_card_name
75e6db12-aaed-4931-ad8c-34955410670e,2676,2,00:21:59.765,66,59,19,Substitution,124,217,Barcelona,3,From Free Kick,212,Atlético Madrid,0.0,,,23488.0,Mario Suárez Mata,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,Tactical,6391.0,Raúl García Escudero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a22907da-e230-4e5a-bd69-89fb27b14ea0,2677,2,00:22:12.192,67,12,30,Pass,125,217,Barcelona,3,From Free Kick,217,Barcelona,2.229872,,69f66c83-f542-4df4-aef3-85ac1bf281ec,4324.0,Daniel Alves da Silva,2.0,Right Back,63.4,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,12.786321,0.57932603,1.0,Ground Pass,74.1,75.0,62.0,Free Kick,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69f66c83-f542-4df4-aef3-85ac1bf281ec,2678,2,00:22:14.422,67,14,42,Ball Receipt*,125,217,Barcelona,3,From Free Kick,217,Barcelona,,,a22907da-e230-4e5a-bd69-89fb27b14ea0,5470.0,Ivan Rakitić,13.0,Right Center Midfield,74.1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ba0ae01-a397-4dde-8048-43073224e671,2679,2,00:22:14.422,67,14,43,Carry,125,217,Barcelona,3,From Free Kick,217,Barcelona,0.040028002,,69f66c83-f542-4df4-aef3-85ac1bf281ec,5470.0,Ivan Rakitić,13.0,Right Center Midfield,74.1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed9ecdc5-49ef-4ebc-bb98-cebb1adfbb19,,,,,,,,,,,,,,,75.1,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed9ecdc5-49ef-4ebc-bb98-cebb1adfbb19,2680,2,00:22:14.462,67,14,30,Pass,125,217,Barcelona,3,From Free Kick,217,Barcelona,0.736521,,4eb67068-c116-4d09-822b-781aeb757d94,5470.0,Ivan Rakitić,13.0,Right Center Midfield,75.1,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,8.914034,-2.38793,1.0,Ground Pass,68.6,68.2,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4eb67068-c116-4d09-822b-781aeb757d94,2681,2,00:22:15.199,67,15,42,Ball Receipt*,125,217,Barcelona,3,From Free Kick,217,Barcelona,,,ed9ecdc5-49ef-4ebc-bb98-cebb1adfbb19,4324.0,Daniel Alves da Silva,2.0,Right Back,68.6,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13e1f0c6-0df1-4bc4-81de-7db699b75622,2682,2,00:22:15.199,67,15,43,Carry,125,217,Barcelona,3,From Free Kick,217,Barcelona,0.867879,,4eb67068-c116-4d09-822b-781aeb757d94,4324.0,Daniel Alves da Silva,2.0,Right Back,68.6,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f787ca1-9ce1-4c13-959a-d3a7a8b7211f,,,,,,,,,,,,,,,74.5,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f787ca1-9ce1-4c13-959a-d3a7a8b7211f,2683,2,00:22:16.067,67,16,30,Pass,125,217,Barcelona,3,From Free Kick,217,Barcelona,1.095286,,c922a128-2631-46c4-a8e1-da07be1c8eaa,4324.0,Daniel Alves da Silva,2.0,Right Back,74.5,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,18.987364,0.4118073,1.0,Ground Pass,91.9,78.1,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c922a128-2631-46c4-a8e1-da07be1c8eaa,2684,2,00:22:17.162,67,17,42,Ball Receipt*,125,217,Barcelona,3,From Free Kick,217,Barcelona,,,5f787ca1-9ce1-4c13-959a-d3a7a8b7211f,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,91.9,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5ac4416-6a8c-45e0-ac03-785f7d144bca,2685,2,00:22:17.162,67,17,43,Carry,125,217,Barcelona,3,From Free Kick,217,Barcelona,1.289614,,52cae0ae-5a65-4276-a7a8-c7687f845ced,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,91.9,78.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,c922a128-2631-46c4-a8e1-da07be1c8eaa,,,,,,,,,,,,,,d69039d4-dade-4435-9279-6751a8825b8b,92.8,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52cae0ae-5a65-4276-a7a8-c7687f845ced,2686,2,00:22:17.616,67,17,17,Pressure,125,217,Barcelona,3,From Free Kick,212,Atlético Madrid,0.888801,,d5ac4416-6a8c-45e0-ac03-785f7d144bca,11094.0,Arda Turan,12.0,Right Midfield,31.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,d69039d4-dade-4435-9279-6751a8825b8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d69039d4-dade-4435-9279-6751a8825b8b,2687,2,00:22:18.452,67,18,30,Pass,125,217,Barcelona,3,From Free Kick,217,Barcelona,0.781831,,52cae0ae-5a65-4276-a7a8-c7687f845ced,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,92.8,77.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,87453924-9924-4166-833f-b84ddfca88aa,5470.0,Ivan Rakitić,23.32595,-3.0944173,1.0,Ground Pass,69.5,76.0,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87453924-9924-4166-833f-b84ddfca88aa,2688,2,00:22:19.233,67,19,42,Ball Receipt*,125,217,Barcelona,3,From Free Kick,217,Barcelona,,,d69039d4-dade-4435-9279-6751a8825b8b,5470.0,Ivan Rakitić,13.0,Right Center Midfield,69.5,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735b5a2b-3fe1-4582-a684-13f67ae54c08,2689,2,00:22:19.233,67,19,43,Carry,125,217,Barcelona,3,From Free Kick,217,Barcelona,0.566369,,75c279ce-c0a1-462c-86dc-4ada7234e8bb,5470.0,Ivan Rakitić,13.0,Right Center Midfield,69.5,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,87453924-9924-4166-833f-b84ddfca88aa,,,,,,,,,,,,,,,69.2,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75c279ce-c0a1-462c-86dc-4ada7234e8bb,2690,2,00:22:19.800,67,19,30,Pass,125,217,Barcelona,3,From Free Kick,217,Barcelona,1.043379,,4d0d0816-2b80-4265-aec6-77182b57ba7e,5470.0,Ivan Rakitić,13.0,Right Center Midfield,69.2,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,19.969227,-2.1601877,1.0,Ground Pass,58.1,58.1,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d0d0816-2b80-4265-aec6-77182b57ba7e,2691,2,00:22:20.843,67,20,42,Ball Receipt*,125,217,Barcelona,3,From Free Kick,217,Barcelona,,,75c279ce-c0a1-462c-86dc-4ada7234e8bb,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,58.1,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fffff19f-4285-4ea2-bec3-f211b6ab5d18,2692,2,00:22:20.843,67,20,43,Carry,125,217,Barcelona,3,From Free Kick,217,Barcelona,1.571821,,4d0d0816-2b80-4265-aec6-77182b57ba7e,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,58.1,58.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,6043c4e8-cc3c-4fdf-96dd-f92a770b061e,,,,,,,,,,,,,,6ac9fb16-ff52-413f-b2ab-7f3a1188da65,56.6,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ac9fb16-ff52-413f-b2ab-7f3a1188da65,2693,2,00:22:21.478,67,21,17,Pressure,125,217,Barcelona,3,From Free Kick,212,Atlético Madrid,0.981745,,6043c4e8-cc3c-4fdf-96dd-f92a770b061e,5487.0,Antoine Griezmann,24.0,Left Center Forward,55.7,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,fffff19f-4285-4ea2-bec3-f211b6ab5d18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6043c4e8-cc3c-4fdf-96dd-f92a770b061e,2694,2,00:22:22.415,67,22,30,Pass,125,217,Barcelona,3,From Free Kick,217,Barcelona,1.214876,,1bf40fa4-e22a-40ad-8868-74cb672e09c9,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,56.6,57.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,6ac9fb16-ff52-413f-b2ab-7f3a1188da65,5506.0,Javier Alejandro Mascherano,30.581203,-2.1252363,2.0,Low Pass,40.5,31.9,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1bf40fa4-e22a-40ad-8868-74cb672e09c9,2695,2,00:22:23.630,67,23,42,Ball Receipt*,125,217,Barcelona,3,From Free Kick,217,Barcelona,,,6043c4e8-cc3c-4fdf-96dd-f92a770b061e,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,40.5,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31a60b36-1395-4e46-81e2-60103493790e,2696,2,00:22:23.630,67,23,43,Carry,125,217,Barcelona,3,From Free Kick,217,Barcelona,0.797183,,1bf40fa4-e22a-40ad-8868-74cb672e09c9,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,40.5,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,29da1f64-7bf4-4eb9-8027-781067b2c263,,,,,,,,,,,,,,,40.5,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29da1f64-7bf4-4eb9-8027-781067b2c263,2697,2,00:22:24.427,67,24,30,Pass,125,217,Barcelona,3,From Free Kick,217,Barcelona,1.716418,,fa9200d1-b77c-4535-8bf4-2cd5320d6119,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,40.5,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,26.196373,-1.3397057,1.0,Ground Pass,46.5,6.4,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
