id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,under_pressure,clearance,counterpress,dribble,duel,interception,off_camera,out,foul_won,block,shot,goalkeeper,ball_recovery,foul_committed,miscontrol,50_50,bad_behaviour,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,related_events,50_50_outcome_id,50_50_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_right_foot,location,bad_behaviour_card_id,bad_behaviour_card_name,dribble_outcome_id,dribble_outcome_name,related_events_3,pass_switch,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,foul_committed_card_id,foul_committed_card_name,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,pass_aerial_won,related_events_4,foul_committed_advantage,foul_won_advantage,pass_miscommunication,interception_outcome_id,interception_outcome_name,ball_recovery_recovery_failure,foul_won_defensive,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,dribble_nutmeg,dribble_overrun,pass_cross,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_end_location_2,shot_first_time,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name
d4a6bf81-ccb0-4ff6-b6b7-8ac8ff48a286,2157,2,00:12:24.994,57,24,42,Ball Receipt*,103,217,Barcelona,9,From Kick Off,217,Barcelona,,,292365bc-2b57-4b5c-860f-2a1aa0b12038,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,26.1,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37b3dc76-95b0-412d-8830-4c4c90f9f4a8,2158,2,00:12:24.994,57,24,43,Carry,103,217,Barcelona,9,From Kick Off,217,Barcelona,0.71754,,27c4b944-f483-4b5d-a04b-faeaaa9a1732,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,26.1,57.7,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,896a9d44-a758-4b5a-b537-7eea915b8373,22.5,57.6,d4a6bf81-ccb0-4ff6-b6b7-8ac8ff48a286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896a9d44-a758-4b5a-b537-7eea915b8373,2159,2,00:12:25.234,57,25,17,Pressure,103,217,Barcelona,9,From Kick Off,212,Atlético Madrid,1.035647,,27c4b944-f483-4b5d-a04b-faeaaa9a1732,5472.0,Mario Mandžukić,23.0,Center Forward,91.9,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37b3dc76-95b0-412d-8830-4c4c90f9f4a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27c4b944-f483-4b5d-a04b-faeaaa9a1732,2160,2,00:12:25.712,57,25,30,Pass,103,217,Barcelona,9,From Kick Off,217,Barcelona,1.770791,,5d09cfcf-7c8b-487a-9777-4a0faf94d036,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,22.5,57.6,4691.0,Claudio Andrés Bravo Muñoz,22.410934,-2.2455373,1.0,Ground Pass,8.5,40.1,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,,896a9d44-a758-4b5a-b537-7eea915b8373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d09cfcf-7c8b-487a-9777-4a0faf94d036,2161,2,00:12:27.483,57,27,42,Ball Receipt*,103,217,Barcelona,9,From Kick Off,217,Barcelona,,,27c4b944-f483-4b5d-a04b-faeaaa9a1732,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,8.5,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66ed68d0-d9ed-4454-bf60-181cf1b29f1c,2162,2,00:12:27.483,57,27,43,Carry,103,217,Barcelona,9,From Kick Off,217,Barcelona,0.040009,,550d2c67-e4a9-440e-8b03-6c44e237d56f,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,8.5,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d09cfcf-7c8b-487a-9777-4a0faf94d036,8.5,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550d2c67-e4a9-440e-8b03-6c44e237d56f,2163,2,00:12:27.523,57,27,30,Pass,103,217,Barcelona,9,From Kick Off,217,Barcelona,1.515681,,b1287134-e018-4c78-bd18-2faaf8aa217c,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,8.5,40.1,5506.0,Javier Alejandro Mascherano,24.086512,-0.95054686,1.0,Ground Pass,22.5,20.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1287134-e018-4c78-bd18-2faaf8aa217c,2164,2,00:12:29.038,57,29,42,Ball Receipt*,103,217,Barcelona,9,From Kick Off,217,Barcelona,,,550d2c67-e4a9-440e-8b03-6c44e237d56f,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,22.5,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26dc99fe-6b6c-418b-a72a-d6ab07ba09e0,2165,2,00:12:29.038,57,29,43,Carry,103,217,Barcelona,9,From Kick Off,217,Barcelona,1.154919,,b1287134-e018-4c78-bd18-2faaf8aa217c,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,22.5,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8b52d3a-4548-47a7-8b7a-8734f8e407d9,23.5,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8b52d3a-4548-47a7-8b7a-8734f8e407d9,2166,2,00:12:30.193,57,30,30,Pass,103,217,Barcelona,9,From Kick Off,217,Barcelona,1.851775,,6f70d90d-317c-42e6-abe2-e6148415a746,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,23.5,19.0,5211.0,Jordi Alba Ramos,22.173182,-0.84602666,2.0,Low Pass,38.2,2.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f70d90d-317c-42e6-abe2-e6148415a746,2167,2,00:12:32.045,57,32,42,Ball Receipt*,103,217,Barcelona,9,From Kick Off,217,Barcelona,,,c8b52d3a-4548-47a7-8b7a-8734f8e407d9,5211.0,Jordi Alba Ramos,6.0,Left Back,38.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f4e4ab8-84c4-49c0-b2c1-cc4d3e55fbfc,2168,2,00:12:32.045,57,32,43,Carry,103,217,Barcelona,9,From Kick Off,217,Barcelona,0.885925,,6f70d90d-317c-42e6-abe2-e6148415a746,5211.0,Jordi Alba Ramos,6.0,Left Back,38.2,2.4,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,b5df07b0-e960-4505-a749-02ec944e2d68,43.7,4.6,c4b8b60e-6095-4814-8648-c8367cb57167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5df07b0-e960-4505-a749-02ec944e2d68,2169,2,00:12:32.388,57,32,17,Pressure,103,217,Barcelona,9,From Kick Off,212,Atlético Madrid,1.021912,,3f4e4ab8-84c4-49c0-b2c1-cc4d3e55fbfc,6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,76.1,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4b8b60e-6095-4814-8648-c8367cb57167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4b8b60e-6095-4814-8648-c8367cb57167,2170,2,00:12:32.931,57,32,30,Pass,103,217,Barcelona,9,From Kick Off,217,Barcelona,1.488142,,b5df07b0-e960-4505-a749-02ec944e2d68,5211.0,Jordi Alba Ramos,6.0,Left Back,43.7,4.6,5216.0,Andrés Iniesta Luján,14.165098,0.2569644,2.0,Low Pass,57.4,8.2,38.0,Left Foot,,,,,True,,,,,,,,,,,,,,,,,,,ce6780f1-4746-44d1-a86e-0816dd7ecd88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce6780f1-4746-44d1-a86e-0816dd7ecd88,2171,2,00:12:34.419,57,34,42,Ball Receipt*,103,217,Barcelona,9,From Kick Off,217,Barcelona,,,c4b8b60e-6095-4814-8648-c8367cb57167,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,57.4,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991beb10-73ef-4bda-acbe-37ced8af0ccd,2172,2,00:12:34.419,57,34,43,Carry,103,217,Barcelona,9,From Kick Off,217,Barcelona,4.357158,,66dbaa0a-8b61-4801-93e9-b0644e42512f,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,57.4,8.2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,ce6780f1-4746-44d1-a86e-0816dd7ecd88,93.2,20.5,f404a55a-1bbd-4adc-a108-c6e8c433797d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66dbaa0a-8b61-4801-93e9-b0644e42512f,2173,2,00:12:38.273,57,38,17,Pressure,103,217,Barcelona,9,From Kick Off,212,Atlético Madrid,0.875041,,991beb10-73ef-4bda-acbe-37ced8af0ccd,20669.0,Tiago Cardoso Mendes,11.0,Left Defensive Midfield,35.1,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f404a55a-1bbd-4adc-a108-c6e8c433797d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f404a55a-1bbd-4adc-a108-c6e8c433797d,2174,2,00:12:38.776,57,38,30,Pass,103,217,Barcelona,9,From Kick Off,217,Barcelona,1.287558,,66dbaa0a-8b61-4801-93e9-b0644e42512f,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,93.2,20.5,4320.0,Neymar da Silva Santos Junior,17.54195,-1.0714496,1.0,Ground Pass,101.6,5.1,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,,7e02e962-6c4a-406e-bc06-4f6b83ac0c99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e02e962-6c4a-406e-bc06-4f6b83ac0c99,2175,2,00:12:40.064,57,40,42,Ball Receipt*,103,217,Barcelona,9,From Kick Off,217,Barcelona,,,f404a55a-1bbd-4adc-a108-c6e8c433797d,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,101.6,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89d29e83-e760-4fb0-abd2-3df0fd52d855,2176,2,00:12:40.064,57,40,43,Carry,103,217,Barcelona,9,From Kick Off,217,Barcelona,2.516642,,7e02e962-6c4a-406e-bc06-4f6b83ac0c99,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,101.6,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875848fb-6f34-415c-80ca-91d9c5eee383,104.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875848fb-6f34-415c-80ca-91d9c5eee383,2177,2,00:12:42.581,57,42,30,Pass,103,217,Barcelona,9,From Kick Off,217,Barcelona,0.2466,,5535d0b0-a5f7-488c-8c92-11d1bb791f3e,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,104.2,8.2,,,6.7742157,1.4226363,1.0,Ground Pass,105.2,14.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
