id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,counterpress,dribble,duel,ball_receipt,block,off_camera,interception,ball_recovery,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed,foul_won,out,clearance,substitution,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,goalkeeper,related_events,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events_2,pass_type_id,pass_type_name,dribble_outcome_id,dribble_outcome_name,related_events_3,pass_cross,pass_assisted_shot_id,pass_shot_assist,pass_outswinging,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_left_foot,pass_through_ball,shot_freeze_frame_18_location_0,shot_freeze_frame_18_location_1,shot_freeze_frame_18_player_id,shot_freeze_frame_18_player_name,shot_freeze_frame_18_position_id,shot_freeze_frame_18_position_name,shot_freeze_frame_18_teammate,shot_aerial_won,pass_goal_assist,shot_first_time
130cc76c-f591-4037-b306-595b742ca7b5,445,1,00:08:46.987,8,46,23,Goal Keeper,18,217,Barcelona,5,Other,216,Getafe,0.0,,fbd7a6d7-cd19-444a-9c59-3cb90e78a826,6625,Vicente Guaita Panadero,1,Goalkeeper,1.0,40.0,,,,,,,,,,,,,55.0,No Touch,28.0,Penalty Conceded,44.0,Set,45.0,Diving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cab3c360-7365-4f95-8fad-ca35ce4e8145,460,1,00:09:40.843,9,40,4,Duel,20,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,2f027a92-f9bf-4ead-a34d-7e7ec79a57d2,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,65.5,64.7,,,True,True,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e90c4ca9-ffaf-4a02-830f-16911ab8e06a,461,1,00:09:41.836,9,41,2,Ball Recovery,20,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,67.5,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b7279b0-c90e-4e55-87a6-587399caee85,462,1,00:09:41.836,9,41,43,Carry,20,217,Barcelona,1,Regular Play,217,Barcelona,0.81116,,87df0b40-acfa-4886-9ccb-7be686a118f9,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,67.5,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e90c4ca9-ffaf-4a02-830f-16911ab8e06a,69.9,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87df0b40-acfa-4886-9ccb-7be686a118f9,463,1,00:09:42.647,9,42,30,Pass,20,217,Barcelona,1,Regular Play,217,Barcelona,1.6397,,d6c4f598-7eb3-46d5-a515-7aa8c26e8be6,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,69.9,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,13.587127,0.894906,1.0,Ground Pass,78.4,71.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6c4f598-7eb3-46d5-a515-7aa8c26e8be6,464,1,00:09:44.287,9,44,42,Ball Receipt*,20,217,Barcelona,1,Regular Play,217,Barcelona,,,87df0b40-acfa-4886-9ccb-7be686a118f9,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,78.4,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832b265-cefe-4ff0-b849-04192b211086,465,1,00:09:44.287,9,44,43,Carry,20,217,Barcelona,1,Regular Play,217,Barcelona,1.2234,,c28715df-2e00-4491-9db5-c7b421bcbbf4,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,78.4,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d6c4f598-7eb3-46d5-a515-7aa8c26e8be6,77.4,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c28715df-2e00-4491-9db5-c7b421bcbbf4,466,1,00:09:45.511,9,45,30,Pass,20,217,Barcelona,1,Regular Play,217,Barcelona,3.005,,85b56215-5edc-4ba1-8bf4-f7ec89339013,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,77.4,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,51.007843,-1.4804914,3.0,High Pass,82.0,18.5,38.0,Left Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85b56215-5edc-4ba1-8bf4-f7ec89339013,467,1,00:09:48.516,9,48,42,Ball Receipt*,20,217,Barcelona,1,Regular Play,217,Barcelona,,,c28715df-2e00-4491-9db5-c7b421bcbbf4,22102,Adriano Correia Claro,6,Left Back,82.0,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bf85590-d779-4c39-a0c8-f16a3af1b127,468,1,00:09:48.516,9,48,43,Carry,20,217,Barcelona,1,Regular Play,217,Barcelona,3.2354,,85b56215-5edc-4ba1-8bf4-f7ec89339013,22102,Adriano Correia Claro,6,Left Back,82.0,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0f83c6f-20c2-4437-9c21-97363314c7d1,90.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0f83c6f-20c2-4437-9c21-97363314c7d1,469,1,00:09:51.751,9,51,30,Pass,20,217,Barcelona,1,Regular Play,217,Barcelona,0.5244,,7bcc3eea-c693-4a73-9f91-2fb7226dca82,22102,Adriano Correia Claro,6,Left Back,90.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6cfb156-f23a-4717-b535-92a4669eed91,,,5503.0,Lionel Andrés Messi Cuccittini,14.384019,0.66714066,2.0,Low Pass,101.5,31.1,40.0,Right Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6cfb156-f23a-4717-b535-92a4669eed91,470,1,00:09:52.275,9,52,42,Ball Receipt*,20,217,Barcelona,1,Regular Play,217,Barcelona,,,c0f83c6f-20c2-4437-9c21-97363314c7d1,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,109.4,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7bcc3eea-c693-4a73-9f91-2fb7226dca82,471,1,00:09:52.275,9,52,9,Clearance,20,217,Barcelona,1,Regular Play,216,Getafe,0.0,,c0f83c6f-20c2-4437-9c21-97363314c7d1,17054,Emiliano Daniel Velázquez Maldonado,3,Right Center Back,18.6,49.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502941e4-d46d-4a79-9d60-8926919d4e93,472,1,00:09:53.791,9,53,2,Ball Recovery,20,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,20131,Xavier Hernández Creus,15,Left Center Midfield,82.9,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7562e16b-a110-47cb-ac94-73813247b419,473,1,00:09:53.791,9,53,43,Carry,20,217,Barcelona,1,Regular Play,217,Barcelona,2.4394,,018619a4-832f-4f68-aec2-20bdeff1f1f7,20131,Xavier Hernández Creus,15,Left Center Midfield,82.9,28.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16dcdc5d-eaf7-45c7-bb9e-aeffccc3f81d,82.2,32.5,,,,,,,,,,,,,,,,,,,502941e4-d46d-4a79-9d60-8926919d4e93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018619a4-832f-4f68-aec2-20bdeff1f1f7,474,1,00:09:54.815,9,54,17,Pressure,20,217,Barcelona,1,Regular Play,216,Getafe,1.123443,,7562e16b-a110-47cb-ac94-73813247b419,27112,Papa Babacar Diawara,23,Center Forward,34.1,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16dcdc5d-eaf7-45c7-bb9e-aeffccc3f81d,475,1,00:09:56.231,9,56,30,Pass,20,217,Barcelona,1,Regular Play,217,Barcelona,1.0051,,e0baa903-56fd-4311-a8d6-53c359d2cb96,20131,Xavier Hernández Creus,15,Left Center Midfield,82.2,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,11.356936,2.4434721,1.0,Ground Pass,73.5,39.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0baa903-56fd-4311-a8d6-53c359d2cb96,476,1,00:09:57.236,9,57,42,Ball Receipt*,20,217,Barcelona,1,Regular Play,217,Barcelona,,,16dcdc5d-eaf7-45c7-bb9e-aeffccc3f81d,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,73.5,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767adaad-852b-4a39-a411-7ed59d58ead4,477,1,00:09:57.236,9,57,43,Carry,20,217,Barcelona,1,Regular Play,217,Barcelona,1.3668,,e0baa903-56fd-4311-a8d6-53c359d2cb96,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,73.5,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fecf8dc4-889b-4b7b-b1a3-84354a8249ff,73.5,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fecf8dc4-889b-4b7b-b1a3-84354a8249ff,478,1,00:09:58.603,9,58,30,Pass,20,217,Barcelona,1,Regular Play,217,Barcelona,1.4371,,fb216294-2ee3-4c12-9e01-262733f83412,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,73.5,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,14.556098,-1.3491467,1.0,Ground Pass,76.7,25.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb216294-2ee3-4c12-9e01-262733f83412,479,1,00:10:00.040,10,0,42,Ball Receipt*,20,217,Barcelona,1,Regular Play,217,Barcelona,,,fecf8dc4-889b-4b7b-b1a3-84354a8249ff,20131,Xavier Hernández Creus,15,Left Center Midfield,76.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43cf0b67-8c6c-4965-a668-74d99b180bcf,480,1,00:10:00.040,10,0,43,Carry,20,217,Barcelona,1,Regular Play,217,Barcelona,1.8514,,d1e91a26-d5b5-4e05-94cc-543206b6bdd5,20131,Xavier Hernández Creus,15,Left Center Midfield,76.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb216294-2ee3-4c12-9e01-262733f83412,79.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1e91a26-d5b5-4e05-94cc-543206b6bdd5,481,1,00:10:01.891,10,1,30,Pass,20,217,Barcelona,1,Regular Play,217,Barcelona,0.6983,,de95921c-67b0-4f6e-9e7e-511be8984f5c,20131,Xavier Hernández Creus,15,Left Center Midfield,79.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,16.18178,0.6583331,1.0,Ground Pass,91.8,35.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d098336b-6b85-4410-847a-d53f99443e34,482,1,00:10:02.082,10,2,17,Pressure,20,217,Barcelona,1,Regular Play,216,Getafe,0.695435,,cf414a81-67aa-4b52-a974-3faad8456205,17054,Emiliano Daniel Velázquez Maldonado,3,Right Center Back,25.9,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de95921c-67b0-4f6e-9e7e-511be8984f5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de95921c-67b0-4f6e-9e7e-511be8984f5c,483,1,00:10:02.590,10,2,42,Ball Receipt*,20,217,Barcelona,1,Regular Play,217,Barcelona,,,d098336b-6b85-4410-847a-d53f99443e34,5246,Luis Alberto Suárez Díaz,23,Center Forward,91.8,35.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1e91a26-d5b5-4e05-94cc-543206b6bdd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf414a81-67aa-4b52-a974-3faad8456205,484,1,00:10:02.590,10,2,30,Pass,20,217,Barcelona,1,Regular Play,217,Barcelona,0.791501,,d098336b-6b85-4410-847a-d53f99443e34,5246,Luis Alberto Suárez Díaz,23,Center Forward,90.1,35.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db3689fd-42a1-4616-b9bb-439beded07ff,,,4320.0,Neymar da Silva Santos Junior,13.505924,-1.6004173,2.0,Low Pass,89.7,22.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db3689fd-42a1-4616-b9bb-439beded07ff,485,1,00:10:03.381,10,3,42,Ball Receipt*,20,217,Barcelona,1,Regular Play,217,Barcelona,,,cf414a81-67aa-4b52-a974-3faad8456205,4320,Neymar da Silva Santos Junior,21,Left Wing,89.7,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39cfc867-baca-4fcf-8cf2-26273e46883b,486,1,00:10:03.381,10,3,43,Carry,20,217,Barcelona,1,Regular Play,217,Barcelona,0.934999,,280d0a66-5ab5-4781-acaf-9272f58b56f4,4320,Neymar da Silva Santos Junior,21,Left Wing,89.7,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db3689fd-42a1-4616-b9bb-439beded07ff,92.5,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
