id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,ball_receipt,out,under_pressure,clearance,counterpress,duel,off_camera,interception,dribble,goalkeeper,shot,foul_committed,foul_won,ball_recovery,substitution,block,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,ball_recovery_recovery_failure,pass_switch,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,pass_deflected,block_deflection,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,pass_goal_assist,shot_first_time
98931bf4-448e-4c95-9a17-f3d29e8a54b5,2627,2,00:28:01.597,73,1,17,Pressure,140,217,Barcelona,1,Regular Play,403,Almería,0.7917,,9335ac3e-90a7-4069-bdbb-32406dcf6cfd,6383,Thomas Teye Partey,17,Right Wing,34.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f28d4f1b-c801-4d26-a421-a819e817bb4f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f28d4f1b-c801-4d26-a421-a819e817bb4f,2628,2,00:28:02.358,73,2,30,Pass,140,217,Barcelona,1,Regular Play,217,Barcelona,0.7225,,1b9a624e-7eca-48d9-9b39-c19326c29d41,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,90.2,54.3,5470.0,Ivan Rakitić,13.710216,-0.21313103,1.0,Ground Pass,103.6,51.4,,,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,98931bf4-448e-4c95-9a17-f3d29e8a54b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b9a624e-7eca-48d9-9b39-c19326c29d41,2629,2,00:28:03.081,73,3,42,Ball Receipt*,140,217,Barcelona,1,Regular Play,217,Barcelona,,,f28d4f1b-c801-4d26-a421-a819e817bb4f,5470,Ivan Rakitić,13,Right Center Midfield,103.6,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6dbac13-3f0f-4b70-8957-a3979ba05c90,2630,2,00:28:03.081,73,3,30,Pass,140,217,Barcelona,1,Regular Play,217,Barcelona,1.4985,,c785cf1e-da68-40e4-92b8-be5f6a255f6b,5470,Ivan Rakitić,13,Right Center Midfield,103.8,51.4,5246.0,Luis Alberto Suárez Díaz,11.759252,0.7252299,1.0,Ground Pass,112.6,59.2,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c785cf1e-da68-40e4-92b8-be5f6a255f6b,2631,2,00:28:04.579,73,4,42,Ball Receipt*,140,217,Barcelona,1,Regular Play,217,Barcelona,,,b6dbac13-3f0f-4b70-8957-a3979ba05c90,5246,Luis Alberto Suárez Díaz,23,Center Forward,112.6,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7a9ead8-6326-4122-9f9f-78741b0354c2,2632,2,00:28:04.579,73,4,30,Pass,140,217,Barcelona,1,Regular Play,217,Barcelona,0.5968,,4a650908-f102-41bd-9afc-7ca4b26a1e55,5246,Luis Alberto Suárez Díaz,23,Center Forward,112.4,58.9,4320.0,Neymar da Silva Santos Junior,10.5019045,-1.5898416,1.0,Ground Pass,112.2,48.4,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,868b1022-d956-41f3-b48f-e97c50a27a4d,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868b1022-d956-41f3-b48f-e97c50a27a4d,2633,2,00:28:05.176,73,5,42,Ball Receipt*,140,217,Barcelona,1,Regular Play,217,Barcelona,,,f7a9ead8-6326-4122-9f9f-78741b0354c2,4320,Neymar da Silva Santos Junior,21,Left Wing,112.2,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a650908-f102-41bd-9afc-7ca4b26a1e55,2634,2,00:28:05.176,73,5,6,Block,140,217,Barcelona,1,Regular Play,403,Almería,0.0,,f7a9ead8-6326-4122-9f9f-78741b0354c2,25824,Ángel Trujillo Canorea,3,Right Center Back,7.9,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053e2f98-241f-471a-97ed-19c7b646f713,2635,2,00:28:06.352,73,6,2,Ball Recovery,140,217,Barcelona,1,Regular Play,403,Almería,0.0,,,25824,Ángel Trujillo Canorea,3,Right Center Back,5.4,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05517b20-bf14-46b4-8cf2-9a325ef38d8e,2636,2,00:28:07.901,73,7,17,Pressure,140,217,Barcelona,1,Regular Play,403,Almería,0.312865,,5f95130a-de85-47bd-95f9-80e7ccbe6a6b,25824,Ángel Trujillo Canorea,3,Right Center Back,9.6,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f95130a-de85-47bd-95f9-80e7ccbe6a6b,2637,2,00:28:08.122,73,8,30,Pass,140,217,Barcelona,1,Regular Play,217,Barcelona,0.9965,,05517b20-bf14-46b4-8cf2-9a325ef38d8e,5246,Luis Alberto Suárez Díaz,23,Center Forward,112.0,64.2,22102.0,Adriano Correia Claro,7.877182,2.6381934,1.0,Ground Pass,105.1,68.0,66.0,Recovery,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,15692b0e-f643-4f1e-ba46-ed83f00044cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15692b0e-f643-4f1e-ba46-ed83f00044cf,2638,2,00:28:09.119,73,9,42,Ball Receipt*,140,217,Barcelona,1,Regular Play,217,Barcelona,,,5f95130a-de85-47bd-95f9-80e7ccbe6a6b,22102,Adriano Correia Claro,2,Right Back,105.1,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129ffa68-8d1e-4885-b8ac-c27249575401,2639,2,00:28:09.119,73,9,43,Carry,140,217,Barcelona,1,Regular Play,217,Barcelona,1.3481,,15692b0e-f643-4f1e-ba46-ed83f00044cf,22102,Adriano Correia Claro,2,Right Back,105.1,68.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,89167033-000b-44b4-b49b-1ff291c74089,e85089d6-9463-49c2-83c5-ce44ab647e9b,105.1,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e85089d6-9463-49c2-83c5-ce44ab647e9b,2640,2,00:28:10.105,73,10,17,Pressure,140,217,Barcelona,1,Regular Play,403,Almería,0.4811,,129ffa68-8d1e-4885-b8ac-c27249575401,26775,Thievy Guivane Bifouma Koulossa,23,Center Forward,16.1,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89167033-000b-44b4-b49b-1ff291c74089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89167033-000b-44b4-b49b-1ff291c74089,2641,2,00:28:10.467,73,10,30,Pass,140,217,Barcelona,1,Regular Play,217,Barcelona,2.3443,,e85089d6-9463-49c2-83c5-ce44ab647e9b,22102,Adriano Correia Claro,2,Right Back,105.1,67.1,,,43.205788,-1.2285508,3.0,High Pass,119.6,26.4,,,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,True,75.0,Out,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
